country,year,female_age,male_age,source,women_dataprocess,women_datacatalogshortname,men_dataprocess,men_datacatalogshortname
China,2016,25.4,27.1,UN World Marriage Data 2019,Survey,2016 Annual APC,Survey,2016 Annual APC
Hong Kong,1971,23.799999,30.200001,UN World Marriage Data 2019,Census,1971 Census,Census,1971 Census
Hong Kong,1981,25.299999,28.700001,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Hong Kong,1986,26.6,29.200001,UN World Marriage Data 2019,Census,1986 Census,Census,1986 Census
Hong Kong,1991,27.700001,30,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Hong Kong,1996,28.6,30.700001,UN World Marriage Data 2019,Census,1996 Census,Census,1996 Census
Hong Kong,2001,29.5,31.6,UN World Marriage Data 2019,Census,2001 Census,Census,2001 Census
Hong Kong,2006,30.299999,32.799999,UN World Marriage Data 2019,Census,2006 Census,Census,2006 Census
Hong Kong,2011,30.299999,32.700001,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Hong Kong,2016,29.9,32.099998,UN World Marriage Data 2019,Census,2016 Census,Census,2016 Census
Macao,1970,25.6,29,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Macao,1981,26.9,29.6,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Macao,1991,26.4,28.1,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Macao,2001,27.9,29.5,UN World Marriage Data 2019,Census,2001 Census,Census,2001 Census
Macao,2006,28,29.799999,UN World Marriage Data 2019,Census,2006 Census,Census,2006 Census
Macao,2011,30.299999,32.700001,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Taiwan,1980,23.799999,25.299999,UN World Marriage Data 2019,Census,1980 Census,Census,1980 Census
Taiwan,1990,25.9,28.799999,UN World Marriage Data 2019,Census,1990 Census,Census,1990 Census
Taiwan,2000,27.6,30.5,UN World Marriage Data 2019,Census,2000 Census,Census,2000 Census
Colombia,1986,23.5,,UN World Marriage Data 2019,Survey,1986 DHS,N/A,N/A
Colombia,1990,23.1,,UN World Marriage Data 2019,Survey,1990 DHS,N/A,N/A
Colombia,1995,22.200001,26.799999,UN World Marriage Data 2019,Survey,1995 DHS,Survey,1995 DHS
Colombia,2000,23.1,27,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Colombia,2004,23,26.9,UN World Marriage Data 2019,Survey,2005 DHS,Survey,2005 DHS
Colombia,2009,22.299999,26.799999,UN World Marriage Data 2019,Survey,2010 DHS,Survey,2010 DHS
Colombia,2015,22.700001,26.200001,UN World Marriage Data 2019,Survey,2015 DHS,Survey,2015 DHS
Comoros,1996,23.6,28.5,UN World Marriage Data 2019,Survey,1996 DHS,Survey,1996 DHS
Comoros,2000,20.799999,26.799999,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Comoros,2012,22.6,25.5,UN World Marriage Data 2019,Survey,2012 DHS-MICS,Survey,2012 DHS-MICS
Congo,2005,21.9,25.799999,UN World Marriage Data 2019,Survey,2005 DHS,Survey,2005 DHS
Congo,2009,21.1,26,UN World Marriage Data 2019,Survey,2009 AIS,Survey,2009 AIS
Congo,2011,21.299999,26.9,UN World Marriage Data 2019,Survey,2011-2012 DHS,Survey,2011-2012 DHS
Congo,2014,21.9,27.5,UN World Marriage Data 2019,Survey,2014-2015 MICS,Survey,2014-2015 MICS
Cook Islands,1971,23.1,23.6,UN World Marriage Data 2019,Census,1971 Census,Census,1971 Census
Cook Islands,1976,24.4,24.299999,UN World Marriage Data 2019,Census,1976 Census,Census,1976 Census
Cook Islands,1981,25.6,26.200001,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Cook Islands,1986,27.700001,28.5,UN World Marriage Data 2019,Census,1986 Census,Census,1986 Census
Cook Islands,1996,29.6,31.200001,UN World Marriage Data 2019,Census,1996 Census,Census,1996 Census
Cook Islands,2006,28,27.9,UN World Marriage Data 2019,Census,2006 Census,Census,2006 Census
Costa Rica,2003,23.4,26.9,UN World Marriage Data 2019,UNSD Estimate,2003 Estimate,UNSD Estimate,2003 Estimate
Costa Rica,2006,23.6,27,UN World Marriage Data 2019,UNSD Estimate,2006 Estimate,UNSD Estimate,2006 Estimate
Costa Rica,2007,24.1,27.6,UN World Marriage Data 2019,UNSD Estimate,2007 Estimate,UNSD Estimate,2007 Estimate
Costa Rica,2009,24.4,27.9,UN World Marriage Data 2019,UNSD Estimate,2009 Estimate,UNSD Estimate,2009 Estimate
Costa Rica,2010,24.200001,27.799999,UN World Marriage Data 2019,UNSD Estimate,2010 Estimate,UNSD Estimate,2010 Estimate
Costa Rica,2013,26.6,29.1,UN World Marriage Data 2019,UNSD Estimate,2013 Estimate,UNSD Estimate,2013 Estimate
Costa Rica,2014,25.700001,28.799999,UN World Marriage Data 2019,UNSD Estimate,2014 Estimate,UNSD Estimate,2014 Estimate
Costa Rica,2015,24.9,28.1,UN World Marriage Data 2019,UNSD Estimate,2015 Estimate,UNSD Estimate,2015 Estimate
Costa Rica,2016,25.299999,28.299999,UN World Marriage Data 2019,UNSD Estimate,2016 Estimate,UNSD Estimate,2016 Estimate
Costa Rica,2017,25.9,28.6,UN World Marriage Data 2019,UNSD Estimate,2017 Estimate,UNSD Estimate,2017 Estimate
Costa Rica,2018,26.4,29.200001,UN World Marriage Data 2019,UNSD Estimate,2018 Estimate,UNSD Estimate,2018 Estimate
Croatia,2001,25.4,28.5,OECD,N/A,N/A,N/A,N/A
Croatia,2002,25.6,28.799999,OECD,N/A,N/A,N/A,N/A
Croatia,2003,25.799999,29,OECD,N/A,N/A,N/A,N/A
Croatia,2004,26,29.1,OECD,N/A,N/A,N/A,N/A
Croatia,2005,26.200001,29.4,OECD,N/A,N/A,N/A,N/A
Croatia,2006,26.299999,29.5,OECD,N/A,N/A,N/A,N/A
Croatia,2007,26.6,29.700001,OECD,N/A,N/A,N/A,N/A
Croatia,2008,26.6,29.700001,OECD,N/A,N/A,N/A,N/A
Croatia,2009,26.9,29.799999,OECD,N/A,N/A,N/A,N/A
Croatia,2010,27.1,30,OECD,N/A,N/A,N/A,N/A
Croatia,2011,27.299999,30.200001,OECD,N/A,N/A,N/A,N/A
Croatia,2012,27.299999,30.299999,OECD,N/A,N/A,N/A,N/A
Croatia,2013,27.6,30.5,OECD,N/A,N/A,N/A,N/A
Croatia,2014,27.799999,30.6,OECD,N/A,N/A,N/A,N/A
Croatia,2015,27.9,30.700001,OECD,N/A,N/A,N/A,N/A
Croatia,2016,28,30.799999,OECD,N/A,N/A,N/A,N/A
Croatia,2017,28.200001,31,OECD,N/A,N/A,N/A,N/A
Cuba,1970,19.5,23.4,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Cuba,1981,19.799999,23.5,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Cuba,2002,21.1,25.299999,UN World Marriage Data 2019,Census,2002 Census,Census,2002 Census
Cuba,2012,21.299999,25.4,UN World Marriage Data 2019,Census,2012 Census,Census,2012 Census
Cyprus,1990,24.9,27.9,OECD,N/A,N/A,N/A,N/A
Cyprus,1991,24.6,27.5,OECD,N/A,N/A,N/A,N/A
Cyprus,1992,25.4,27.9,OECD,N/A,N/A,N/A,N/A
Cyprus,1993,25.200001,27.9,OECD,N/A,N/A,N/A,N/A
Cyprus,1994,25.799999,28.4,OECD,N/A,N/A,N/A,N/A
Cyprus,1995,25.700001,28.200001,OECD,N/A,N/A,N/A,N/A
Cyprus,1996,26,28.6,OECD,N/A,N/A,N/A,N/A
Cyprus,1997,26.200001,28.700001,OECD,N/A,N/A,N/A,N/A
Cyprus,1998,26.4,28.9,OECD,N/A,N/A,N/A,N/A
Cyprus,1999,26.4,29,OECD,N/A,N/A,N/A,N/A
Cyprus,2000,26.9,29.299999,OECD,N/A,N/A,N/A,N/A
Cyprus,2001,27.200001,29.700001,OECD,N/A,N/A,N/A,N/A
Cyprus,2002,27.299999,30.1,OECD,N/A,N/A,N/A,N/A
Cyprus,2003,27.799999,30.5,OECD,N/A,N/A,N/A,N/A
Cyprus,2004,27.299999,30.1,OECD,N/A,N/A,N/A,N/A
Cyprus,2005,27.299999,29.9,OECD,N/A,N/A,N/A,N/A
Cyprus,2006,27.700001,30.4,OECD,N/A,N/A,N/A,N/A
Czech Republic,1990,21.6,24.299999,OECD,N/A,N/A,N/A,N/A
Czech Republic,1991,21.6,24.299999,OECD,N/A,N/A,N/A,N/A
Czech Republic,1992,21.9,24.5,OECD,N/A,N/A,N/A,N/A
Czech Republic,1993,22.1,24.700001,OECD,N/A,N/A,N/A,N/A
Czech Republic,1994,22.4,25.1,OECD,N/A,N/A,N/A,N/A
Czech Republic,1995,22.799999,25.5,OECD,N/A,N/A,N/A,N/A
Czech Republic,1996,23.1,25.9,OECD,N/A,N/A,N/A,N/A
Czech Republic,1997,23.6,26.5,OECD,N/A,N/A,N/A,N/A
Czech Republic,1998,23.799999,26.799999,OECD,N/A,N/A,N/A,N/A
Czech Republic,1999,24.200001,27.200001,OECD,N/A,N/A,N/A,N/A
Czech Republic,2000,24.6,27.6,OECD,N/A,N/A,N/A,N/A
Czech Republic,2001,25,27.9,OECD,N/A,N/A,N/A,N/A
Czech Republic,2002,25.4,28.4,OECD,N/A,N/A,N/A,N/A
Czech Republic,2003,25.799999,28.799999,OECD,N/A,N/A,N/A,N/A
Czech Republic,2004,26.1,29.1,OECD,N/A,N/A,N/A,N/A
Czech Republic,2005,26.4,29.4,OECD,N/A,N/A,N/A,N/A
Czech Republic,2006,26.799999,29.700001,OECD,N/A,N/A,N/A,N/A
Czech Republic,2007,27,30,OECD,N/A,N/A,N/A,N/A
Czech Republic,2008,27.200001,30.200001,OECD,N/A,N/A,N/A,N/A
Czech Republic,2009,27.6,30.6,OECD,N/A,N/A,N/A,N/A
Czech Republic,2010,27.9,30.799999,OECD,N/A,N/A,N/A,N/A
Czech Republic,2011,28.1,31,OECD,N/A,N/A,N/A,N/A
Czech Republic,2012,28.299999,31.200001,OECD,N/A,N/A,N/A,N/A
Czech Republic,2013,28.5,31.299999,OECD,N/A,N/A,N/A,N/A
Czech Republic,2014,28.700001,31.4,OECD,N/A,N/A,N/A,N/A
Czech Republic,2015,28.799999,31.6,OECD,N/A,N/A,N/A,N/A
Czech Republic,2016,29,31.700001,OECD,N/A,N/A,N/A,N/A
Czech Republic,2017,29.1,31.799999,OECD,N/A,N/A,N/A,N/A
Cote d'Ivoire,1994,20.9,28.1,UN World Marriage Data 2019,Survey,1994 DHS,Survey,1994 DHS
Cote d'Ivoire,1998,21.9,28,UN World Marriage Data 2019,Survey,1998-1999 DHS,Survey,1998-1999 DHS
Cote d'Ivoire,2000,22.799999,29.200001,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Cote d'Ivoire,2005,21.700001,27.299999,UN World Marriage Data 2019,Survey,2005 EIS,Survey,2005 EIS
Cote d'Ivoire,2006,19.700001,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Cote d'Ivoire,2011,22.299999,28,UN World Marriage Data 2019,Survey,2011-2012 DHS-MICS,Survey,2011-2012 DHS-MICS
Cote d'Ivoire,2016,23,29.200001,UN World Marriage Data 2019,Survey,2016 MICS,Survey,2016 MICS
North Korea,2008,25.5,29,UN World Marriage Data 2019,Census,2008 Census,Census,2008 Census
Democratic Republic of Congo,1991,19.700001,24.6,UN World Marriage Data 2019,Survey,1991 Survey,Survey,1991 Survey
Democratic Republic of Congo,2001,21,26.799999,UN World Marriage Data 2019,Survey,2001 MICS,Survey,2001 MICS_HH
Democratic Republic of Congo,2007,20.799999,25.200001,UN World Marriage Data 2019,Survey,2007 DHS,Survey,2007 DHS
Democratic Republic of Congo,2010,20.200001,,UN World Marriage Data 2019,Survey,2010 MICS,N/A,N/A
Democratic Republic of Congo,2013,20.9,25.5,UN World Marriage Data 2019,Survey,2013-2014 DHS,Survey,2013-2014 DHS
Denmark,1990,27.799999,30.5,OECD,N/A,N/A,N/A,N/A
Denmark,1991,28,30.6,OECD,N/A,N/A,N/A,N/A
Denmark,1992,28.299999,31,OECD,N/A,N/A,N/A,N/A
Denmark,1993,28.799999,31.4,OECD,N/A,N/A,N/A,N/A
Denmark,1994,29.200001,31.799999,OECD,N/A,N/A,N/A,N/A
Denmark,1995,29.200001,31.9,OECD,N/A,N/A,N/A,N/A
Denmark,1996,29.9,32.5,OECD,N/A,N/A,N/A,N/A
Denmark,1997,30.1,32.200001,OECD,N/A,N/A,N/A,N/A
Denmark,1998,29.799999,32.400002,OECD,N/A,N/A,N/A,N/A
Denmark,1999,30,32.5,OECD,N/A,N/A,N/A,N/A
Denmark,2000,29.9,32.5,OECD,N/A,N/A,N/A,N/A
Denmark,2001,29.9,32.599998,OECD,N/A,N/A,N/A,N/A
Denmark,2002,30.1,32.700001,OECD,N/A,N/A,N/A,N/A
Denmark,2003,30.6,33.200001,OECD,N/A,N/A,N/A,N/A
Denmark,2004,30.9,33.400002,OECD,N/A,N/A,N/A,N/A
Denmark,2005,30.9,33.400002,OECD,N/A,N/A,N/A,N/A
Denmark,2006,30.9,33.400002,OECD,N/A,N/A,N/A,N/A
Denmark,2007,31.299999,33.599998,OECD,N/A,N/A,N/A,N/A
Denmark,2008,31.4,33.799999,OECD,N/A,N/A,N/A,N/A
Denmark,2009,31.1,33.5,OECD,N/A,N/A,N/A,N/A
Denmark,2010,31.200001,33.599998,OECD,N/A,N/A,N/A,N/A
Denmark,2011,31.4,33.799999,OECD,N/A,N/A,N/A,N/A
Denmark,2012,31.799999,34.299999,OECD,N/A,N/A,N/A,N/A
Denmark,2013,31.9,34.400002,OECD,N/A,N/A,N/A,N/A
Denmark,2014,31.9,34.400002,OECD,N/A,N/A,N/A,N/A
Denmark,2015,31.9,34.299999,OECD,N/A,N/A,N/A,N/A
Denmark,2016,32.200001,34.700001,OECD,N/A,N/A,N/A,N/A
Denmark,2017,32.400002,34.799999,OECD,N/A,N/A,N/A,N/A
Djibouti,1991,26.799999,29.299999,UN World Marriage Data 2019,Survey,1991 ICS,Survey,1991 ICS
Djibouti,2002,27.700001,30.799999,UN World Marriage Data 2019,Survey,2002 FHS,Survey,2002 FHS
Djibouti,2006,26.9,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Djibouti,2012,29.9,33,UN World Marriage Data 2019,Survey,2012 FHS,Survey,2012 FHS
Dominica,1970,29.6,32.5,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Dominica,1981,30.799999,33.299999,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Dominica,1991,31.6,35.400002,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Dominica,2001,32.5,36.5,UN World Marriage Data 2019,Census,2001 Census,Census,2001 Census
Dominican Republic,1986,21.5,,UN World Marriage Data 2019,Survey,1986 DHS,N/A,N/A
Dominican Republic,1991,21.799999,,UN World Marriage Data 2019,Survey,1991 DHS,N/A,N/A
Dominican Republic,1996,21.299999,25.5,UN World Marriage Data 2019,Survey,1996 DHS,Survey,1996 DHS
Dominican Republic,1999,21.6,24.299999,UN World Marriage Data 2019,Survey,1999 DHS,Survey,1999 DHS
Dominican Republic,2000,21.4,26.1,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Dominican Republic,2002,21,26.1,UN World Marriage Data 2019,Survey,2002 DHS,Survey,2002 DHS
Dominican Republic,2007,21,25.4,UN World Marriage Data 2019,Survey,2007 DHS,Survey,2007 DHS
Dominican Republic,2013,21,24.799999,UN World Marriage Data 2019,Survey,2013 DHS,Survey,2013 DHS
Dominican Republic,2014,21.5,,UN World Marriage Data 2019,Survey,2014 MICS,N/A,N/A
Ecuador,1974,,25,UN World Marriage Data 2019,N/A,N/A,Census,1974 Census
Ecuador,1982,22,24.799999,UN World Marriage Data 2019,Survey,1982 ESMIVD,Census,1982 Census
Ecuador,1987,22.200001,,UN World Marriage Data 2019,Survey,1987 DHS,N/A,N/A
Ecuador,1989,22.299999,,UN World Marriage Data 2019,Survey,1989 ENDEMAIN,N/A,N/A
Ecuador,1990,,25.200001,UN World Marriage Data 2019,N/A,N/A,Census,1990 Census
Ecuador,1994,22.799999,,UN World Marriage Data 2019,Survey,1994 ENDEMAIN,N/A,N/A
Ecuador,1999,22.299999,,UN World Marriage Data 2019,Survey,1999 ENDEMAIN,N/A,N/A
Ecuador,2001,,24.6,UN World Marriage Data 2019,N/A,N/A,Census,2001 Census
Ecuador,2004,22.200001,,UN World Marriage Data 2019,Survey,2004 ENDEMAIN,N/A,N/A
Ecuador,2010,,25,UN World Marriage Data 2019,N/A,N/A,Census,2010 Census
Egypt,1980,21.4,27,UN World Marriage Data 2019,Survey,1980 WFS,Survey,1980 WFS
Egypt,1988,22.1,,UN World Marriage Data 2019,Survey,1988 DHS,N/A,N/A
Egypt,1992,22.4,28,UN World Marriage Data 2019,Survey,1992 DHS,Survey,1992 DHS
Egypt,1995,22.299999,28.1,UN World Marriage Data 2019,Survey,1995 DHS,Survey,1995 DHS
Egypt,2000,22.700001,28.200001,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Egypt,2003,22.700001,28.299999,UN World Marriage Data 2019,Survey,2003 DHS Interim,Survey,2003 DHS Interim
Egypt,2005,23,28,UN World Marriage Data 2019,Survey,2005 DHS,Survey,2005 DHS
Egypt,2008,22.700001,27.700001,UN World Marriage Data 2019,Survey,2008 DHS,Survey,2008 DHS
Egypt,2014,22,27.5,UN World Marriage Data 2019,Survey,2014 DHS,Survey,2014 DHS
El Salvador,1971,,24.700001,UN World Marriage Data 2019,N/A,N/A,Census,1971 Census
El Salvador,1985,20,,UN World Marriage Data 2019,Survey,1985 DHS,N/A,N/A
El Salvador,1992,,25.299999,UN World Marriage Data 2019,N/A,N/A,Census,1992 Census
El Salvador,1998,21.5,,UN World Marriage Data 2019,Survey,1998 FESAL,N/A,N/A
El Salvador,2002,22,,UN World Marriage Data 2019,Survey,2002-2003 FESAL,N/A,N/A
El Salvador,2007,,25.5,UN World Marriage Data 2019,N/A,N/A,Census,2007 Census
El Salvador,2008,21.9,,UN World Marriage Data 2019,Survey,2008 FESAL,N/A,N/A
El Salvador,2014,22.6,,UN World Marriage Data 2019,Survey,2014 MICS,N/A,N/A
Equatorial Guinea,2000,21.299999,28.799999,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Equatorial Guinea,2011,20.5,26.1,UN World Marriage Data 2019,Survey,2011 DHS,Survey,2011 DHS
Eritrea,1995,19.5,25.299999,UN World Marriage Data 2019,Survey,1995 DHS,Survey,1995 DHS
Eritrea,2002,20.6,29.1,UN World Marriage Data 2019,Survey,2002 DHS,Survey,2002 DHS
Estonia,1992,23,25.200001,OECD,N/A,N/A,N/A,N/A
Estonia,1993,23.6,26,OECD,N/A,N/A,N/A,N/A
Estonia,1994,24.1,26.5,OECD,N/A,N/A,N/A,N/A
Estonia,1995,24.200001,26.5,OECD,N/A,N/A,N/A,N/A
Estonia,1996,24.200001,26.9,OECD,N/A,N/A,N/A,N/A
Estonia,1997,24.4,27.200001,OECD,N/A,N/A,N/A,N/A
Estonia,1998,24.799999,27.4,OECD,N/A,N/A,N/A,N/A
Estonia,1999,25,27.700001,OECD,N/A,N/A,N/A,N/A
Estonia,2000,25.200001,28.1,OECD,N/A,N/A,N/A,N/A
Estonia,2001,25.5,28.200001,OECD,N/A,N/A,N/A,N/A
Estonia,2002,25.799999,28.5,OECD,N/A,N/A,N/A,N/A
Estonia,2003,25.9,28.5,OECD,N/A,N/A,N/A,N/A
Estonia,2004,26.200001,29,OECD,N/A,N/A,N/A,N/A
Estonia,2005,26.4,29.1,OECD,N/A,N/A,N/A,N/A
Estonia,2006,26.6,29.299999,OECD,N/A,N/A,N/A,N/A
Estonia,2007,27.1,29.6,OECD,N/A,N/A,N/A,N/A
Estonia,2008,27.4,29.9,OECD,N/A,N/A,N/A,N/A
Estonia,2009,27.799999,30.200001,OECD,N/A,N/A,N/A,N/A
Estonia,2010,28,30.5,OECD,N/A,N/A,N/A,N/A
Estonia,2011,28.4,31.1,OECD,N/A,N/A,N/A,N/A
Estonia,2012,28.9,31.299999,OECD,N/A,N/A,N/A,N/A
Estonia,2013,28.799999,31.299999,OECD,N/A,N/A,N/A,N/A
Estonia,2014,29,31.6,OECD,N/A,N/A,N/A,N/A
Estonia,2015,29.299999,31.9,OECD,N/A,N/A,N/A,N/A
Estonia,2016,29.700001,32.200001,OECD,N/A,N/A,N/A,N/A
Swaziland,2000,23.799999,30.1,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Swaziland,2006,26,30,UN World Marriage Data 2019,Survey,2006-2007 DHS,Survey,2006-2007 DHS
Swaziland,2010,26.200001,,UN World Marriage Data 2019,Survey,2010 MICS,N/A,N/A
Swaziland,2014,26.5,,UN World Marriage Data 2019,Survey,2014 MICS,N/A,N/A
Ethiopia,1964,19,26.200001,UN World Marriage Data 2019,Survey,1964-1967 NSS Rural,Survey,1964-1967 NSS Rural
Ethiopia,1968,16.799999,22.9,UN World Marriage Data 2019,Survey,1968-1971 NSS Rural,Survey,1968-1971 NSS Rural
Ethiopia,1981,17.6,23.799999,UN World Marriage Data 2019,Survey,1981 DS,Survey,1981 DS
Ethiopia,1990,19.4,,UN World Marriage Data 2019,Survey,1990 FFS,N/A,N/A
Ethiopia,2000,20.6,25.799999,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Ethiopia,2005,20.9,25.700001,UN World Marriage Data 2019,Survey,2005 DHS,Survey,2005 DHS
Ethiopia,2010,21.200001,25.700001,UN World Marriage Data 2019,Survey,2011 DHS,Survey,2011 DHS
Ethiopia,2016,21.299999,25.799999,UN World Marriage Data 2019,Survey,2016 DHS,Survey,2016 DHS
Faeroe Islands,1991,28.200001,30.9,UN World Marriage Data 2019,UNSD Estimate,1991 Estimate,UNSD Estimate,1991 Estimate
Faeroe Islands,1992,28.299999,31,UN World Marriage Data 2019,UNSD Estimate,1992 Estimate,UNSD Estimate,1992 Estimate
Faeroe Islands,2008,30.700001,,UN World Marriage Data 2019,UNSD Estimate,2008 Estimate,N/A,N/A
Faeroe Islands,2013,31,33.599998,UN World Marriage Data 2019,UNSD Estimate,2013 Estimate,UNSD Estimate,2013 Estimate
Faeroe Islands,2014,31.700001,34.599998,UN World Marriage Data 2019,UNSD Estimate,2014 Estimate,UNSD Estimate,2014 Estimate
Faeroe Islands,2015,30.9,34,UN World Marriage Data 2019,UNSD Estimate,2015 Estimate,UNSD Estimate,2015 Estimate
Faeroe Islands,2016,30.799999,34,UN World Marriage Data 2019,UNSD Estimate,2016 Estimate,UNSD Estimate,2016 Estimate
Faeroe Islands,2017,30.9,34.099998,UN World Marriage Data 2019,UNSD Estimate,2017 Estimate,UNSD Estimate,2017 Estimate
Faeroe Islands,2018,31,34.099998,UN World Marriage Data 2019,UNSD Estimate,2018 Estimate,UNSD Estimate,2018 Estimate
Falkland Islands,2016,29,29.799999,UN World Marriage Data 2019,Census,2016 Census,Census,2016 Census
Fiji,1976,21.700001,24.700001,UN World Marriage Data 2019,Census,1976 Census,Census,1976 Census
Fiji,1986,22.5,25.299999,UN World Marriage Data 2019,Census,1986 Census,Census,1986 Census
Fiji,2007,24.1,27.700001,UN World Marriage Data 2019,Census,2007 Census,Census,2007 Census
Finland,1990,26.299999,28.4,OECD,N/A,N/A,N/A,N/A
Finland,1991,26.299999,28.5,OECD,N/A,N/A,N/A,N/A
Finland,1992,26.6,28.6,OECD,N/A,N/A,N/A,N/A
Finland,1993,26.799999,28.9,OECD,N/A,N/A,N/A,N/A
Finland,1994,26.9,29,OECD,N/A,N/A,N/A,N/A
Finland,1995,27.200001,29.299999,OECD,N/A,N/A,N/A,N/A
Finland,1997,27.6,29.700001,OECD,N/A,N/A,N/A,N/A
Finland,1998,27.799999,29.9,OECD,N/A,N/A,N/A,N/A
Finland,1999,28,30.200001,OECD,N/A,N/A,N/A,N/A
Finland,2000,28.299999,30.5,OECD,N/A,N/A,N/A,N/A
Finland,2001,28.4,30.6,OECD,N/A,N/A,N/A,N/A
Finland,2002,28.799999,31,OECD,N/A,N/A,N/A,N/A
Finland,2003,29,31.200001,OECD,N/A,N/A,N/A,N/A
Finland,2004,29.5,31.799999,OECD,N/A,N/A,N/A,N/A
Finland,2005,29.4,31.5,OECD,N/A,N/A,N/A,N/A
Finland,2006,29.5,31.799999,OECD,N/A,N/A,N/A,N/A
Finland,2007,29.700001,32,OECD,N/A,N/A,N/A,N/A
Finland,2008,30,32.299999,OECD,N/A,N/A,N/A,N/A
Finland,2009,30,32.299999,OECD,N/A,N/A,N/A,N/A
Finland,2010,30.200001,32.5,OECD,N/A,N/A,N/A,N/A
Finland,2011,30.4,32.700001,OECD,N/A,N/A,N/A,N/A
Finland,2012,30.700001,33,OECD,N/A,N/A,N/A,N/A
Finland,2013,30.4,32.700001,OECD,N/A,N/A,N/A,N/A
Finland,2014,30.6,32.900002,OECD,N/A,N/A,N/A,N/A
Finland,2015,31,33.400002,OECD,N/A,N/A,N/A,N/A
Finland,2016,31.299999,33.700001,OECD,N/A,N/A,N/A,N/A
Finland,2017,31.6,33.900002,OECD,N/A,N/A,N/A,N/A
France,1998,28.1,30.299999,OECD,N/A,N/A,N/A,N/A
France,1999,28.200001,30.4,OECD,N/A,N/A,N/A,N/A
France,2000,28.4,30.700001,OECD,N/A,N/A,N/A,N/A
France,2001,28.5,30.700001,OECD,N/A,N/A,N/A,N/A
France,2002,28.700001,30.9,OECD,N/A,N/A,N/A,N/A
France,2003,28.9,31.200001,OECD,N/A,N/A,N/A,N/A
France,2004,29.200001,31.5,OECD,N/A,N/A,N/A,N/A
France,2005,29.6,31.799999,OECD,N/A,N/A,N/A,N/A
France,2006,29.799999,32,OECD,N/A,N/A,N/A,N/A
France,2007,30,32.200001,OECD,N/A,N/A,N/A,N/A
France,2008,30.200001,32.400002,OECD,N/A,N/A,N/A,N/A
France,2009,30.4,32.599998,OECD,N/A,N/A,N/A,N/A
France,2010,30.700001,32.799999,OECD,N/A,N/A,N/A,N/A
France,2011,30.799999,33,OECD,N/A,N/A,N/A,N/A
France,2013,31.700001,34.099998,OECD,N/A,N/A,N/A,N/A
France,2014,32.099998,34.400002,OECD,N/A,N/A,N/A,N/A
France,2015,32.200001,34.400002,OECD,N/A,N/A,N/A,N/A
French Guiana,1982,27.5,30.200001,UN World Marriage Data 2019,Census,1982 Census,Census,1982 Census
French Guiana,1999,31.700001,34.200001,UN World Marriage Data 2019,Census,1999 Census,Census,1999 Census
French Guiana,2006,32,33.700001,UN World Marriage Data 2019,Census,2006 Census,Census,2006 Census
French Polynesia,1977,25.799999,28.5,UN World Marriage Data 2019,Census,1977 Census,Census,1977 Census
French Polynesia,1996,29.9,32.099998,UN World Marriage Data 2019,Census,1996 Census,Census,1996 Census
French Polynesia,2007,33.099998,35.5,UN World Marriage Data 2019,Census,2007 Census,Census,2007 Census
French Polynesia,2012,33.799999,35.799999,UN World Marriage Data 2019,Census,2012 Census,Census,2012 Census
Gabon,2000,22.1,26.200001,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Gabon,2012,22.9,27.799999,UN World Marriage Data 2019,Survey,2012 DHS,Survey,2012 DHS
Gambia,2000,20.4,29,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Gambia,2005,21.1,,UN World Marriage Data 2019,Survey,2005-2006 MICS,N/A,N/A
Gambia,2013,21.5,29.700001,UN World Marriage Data 2019,Survey,2013 DHS,Survey,2013 DHS
Georgia,1979,22.5,26,UN World Marriage Data 2019,Census,1979 Census,Census,1979 Census
Georgia,1989,22.4,26.1,UN World Marriage Data 2019,Census,1989 Census,Census,1989 Census
